NU_INSCRICAO;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;TP_PRESENCA_CN;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
'190004090344';21;M;1;2;1;3;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;F;E;C;B;4;E;A;B;C;B;A;B;B;A;A;A;A;A;B;A;A;D;A;B;B
'190004090349';24;M;1;3;1;4;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;506.4;483.2;511;384.2;1;480;B;B;A;A;1;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
'190004090351';17;F;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;467.1;540.8;538.9;610.2;0;760;B;D;C;B;3;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;B;D;A;A;B
'190004090355';16;F;1;0;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;435.6;547.9;486.4;632.9;0;600;E;G;D;D;4;G;A;D;E;D;A;B;B;B;B;B;A;B;C;A;A;E;A;B;B
'190004090356';16;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;523.2;628.9;582.9;552.7;1;820;B;F;A;D;4;I;C;C;D;C;B;B;B;B;A;B;A;A;B;A;A;D;A;B;B
'190004090361';16;F;1;4;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;515.7;526.1;530.6;592.5;0;700;G;G;E;E;3;Q;D;E;D;C;A;B;B;B;A;B;A;B;C;B;B;D;B;D;B
'190004090364';19;F;1;3;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;638.1;651;631.8;658.7;0;840;F;G;E;E;1;O;A;B;B;A;A;B;B;B;A;A;A;A;B;A;A;B;A;B;B
'190004090371';18;F;1;2;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;346.4;444;462;461.5;1;580;C;C;A;A;8;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
'190004090372';18;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;433.5;477.2;445.1;505.2;0;520;H;C;F;B;3;B;A;B;C;A;A;B;B;A;A;B;A;A;B;B;A;C;A;A;A
'190004106352';26;F;2;3;1;9;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;413.8;449.9;508.7;382.2;1;640;E;E;B;B;3;C;A;C;D;B;B;B;A;B;A;A;A;A;A;A;A;C;B;B;B
'190004106370';16;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;588.1;530.4;574.6;597.4;0;760;F;F;D;D;5;M;A;C;E;D;B;B;C;B;A;B;A;A;B;B;A;E;A;B;B
'190004106373';19;F;1;3;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;612.2;585.6;558.5;661.8;1;680;C;E;A;B;2;F;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190004106376';18;F;2;1;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;D;E;D;B;2;D;A;B;B;B;A;B;A;B;A;A;A;B;B;A;A;C;A;B;B
'190004106379';18;M;1;3;2;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;395;489.6;340.6;369.3;0;380;E;E;B;B;3;B;A;C;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B
'190004106380';21;M;1;4;1;4;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;665.6;619.7;614.2;812.3;0;680;E;G;A;D;4;O;B;D;D;C;C;B;C;B;A;B;A;B;C;B;A;E;A;C;B
'190004106383';21;F;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;B;A;A;6;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
'190004106390';26;F;2;1;1;8;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;430.1;461.6;523.4;393.3;1;600;B;B;A;A;3;D;A;B;B;B;B;B;B;B;A;B;A;A;B;B;A;C;A;C;B
'190004106393';32;M;1;3;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;D;B;B;B;3;B;A;A;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190004106394';30;M;1;2;1;12;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;514.3;517.8;556.3;552.6;1;540;C;C;A;A;4;C;A;C;C;B;B;C;A;A;A;A;A;A;C;A;A;D;A;A;B
'190004106396';20;M;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;C;A;A;6;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190004109567';18;M;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;439.8;517.9;513;610.8;1;720;H;C;B;B;6;C;A;B;C;B;A;B;A;A;A;B;A;A;B;A;A;E;A;A;B
'190004109568';15;M;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;531.2;619.2;577.6;650.7;0;700;F;E;F;D;4;J;A;D;C;C;A;B;B;B;B;B;A;B;D;B;B;E;A;B;B
'190004109570';21;M;1;3;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;531.1;393.8;478.7;637.2;1;760;C;E;A;B;2;E;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190004109573';17;F;1;3;1;0;3;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;460.9;518.2;568.8;564.9;1;760;F;D;D;B;3;G;A;B;D;B;B;B;B;A;A;B;A;A;C;A;A;D;B;A;B
'190004109581';16;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;397.5;590.9;534.5;476.3;0;540;C;D;F;B;4;D;A;B;C;B;A;B;A;B;A;A;A;A;C;B;A;D;A;A;A
'190004109586';36;M;2;2;2;12;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;413.5;455.2;480.7;483.7;1;500;A;B;A;A;4;C;A;C;C;A;B;B;A;A;A;A;A;A;A;A;A;B;A;B;A
'190004109587';18;F;1;1;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;550.9;451.1;430;607.3;1;820;B;D;F;B;2;H;A;B;C;A;B;B;B;A;A;A;A;A;C;A;A;B;A;A;B
'190004109592';37;M;2;1;1;13;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;472.1;555.6;514.9;411.3;1;740;B;B;C;A;5;C;A;B;C;A;B;B;B;B;A;A;B;A;B;A;A;D;A;A;B
'190004109595';15;M;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;393.8;559.9;522;610.7;0;580;F;F;E;C;3;F;A;B;D;A;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
'190004109597';19;M;1;2;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;519.5;426.1;510.1;424.1;1;560;E;E;C;C;5;F;A;B;D;A;D;B;B;B;B;A;A;A;B;A;A;D;A;B;B
'190004090288';22;F;2;4;1;4;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;D;D;A;A;7;B;A;B;C;A;A;A;A;A;A;A;A;A;B;A;A;B;A;A;A
'190004090291';16;F;1;3;2;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;518;600.1;566.6;469.3;0;760;E;G;F;D;4;J;A;C;C;B;B;B;B;B;B;B;A;A;B;A;B;D;A;B;B
'190004090295';16;F;0;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;510.4;400.9;561;616.3;0;600;E;E;A;C;4;I;A;D;D;B;A;B;B;B;A;B;A;A;B;B;B;E;B;D;B
'190004090299';16;M;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;512.2;618.7;550.4;654.7;0;660;G;G;E;E;3;N;B;E;D;C;A;C;A;B;A;B;A;B;E;B;A;D;A;B;B
'190004090311';27;F;1;3;1;11;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;D;A;D;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B
'190004090317';19;F;1;3;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;C;G;B;E;2;D;A;C;C;B;A;B;B;B;A;A;A;A;B;A;A;C;A;B;B
'190004090319';20;F;0;1;1;3;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;454.4;458.9;;1;600;C;C;F;F;5;B;A;B;D;A;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B
'190004090320';17;F;1;1;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;419.9;516.7;485.5;417.2;1;840;E;E;A;B;3;B;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;B;A;A;A
'190004090328';18;F;1;2;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;526.6;546.7;539.9;458.2;1;780;E;E;C;B;5;E;A;B;D;A;C;B;A;B;A;A;A;A;B;A;A;D;A;B;B
'190004093453';45;M;2;3;1;10;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;486.2;520.5;502.3;494.9;1;580;H;D;F;D;5;C;A;C;D;A;B;B;B;A;A;B;A;A;B;B;A;C;A;A;B
'190004093457';16;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;452.9;514.1;525.5;468.5;0;640;D;C;C;C;4;B;A;B;D;A;B;B;B;A;A;A;A;A;B;B;A;C;A;A;A
'190004093459';26;F;1;0;1;10;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;540.4;478.9;602.8;598.9;1;700;E;F;D;D;4;I;A;B;D;B;B;B;A;A;A;A;A;A;B;A;A;D;A;B;B
'190004093465';23;M;1;3;1;5;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;476.6;518.8;553.4;390;1;660;H;F;F;B;4;E;A;C;D;A;C;B;A;A;A;B;A;A;B;B;A;E;A;B;B
'190004093469';21;F;1;1;1;3;1;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;0;;E;G;D;D;4;H;A;C;C;B;B;B;B;B;A;B;A;B;C;B;B;D;B;D;B
'190004093475';23;M;1;3;1;6;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;590.1;588;586.5;634.3;1;780;B;G;A;D;3;D;A;B;C;A;B;B;B;A;A;A;A;A;B;B;A;C;A;A;A
'190004093477';17;F;1;3;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;518.4;590.3;552.1;539.6;0;800;E;C;C;B;5;E;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B
'190004093478';20;M;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;434;453.3;461.2;464.2;1;440;B;E;A;A;3;B;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;C;A;A;B
'190004093484';17;M;1;1;1;0;3;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;372.2;428.6;477;512.1;1;600;E;F;B;F;4;I;A;C;D;B;A;B;B;B;B;A;A;A;C;A;A;E;B;B;B
'190004093485';19;M;1;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;B;D;A;B;3;A;A;B;C;A;A;B;B;B;A;B;A;A;B;B;A;D;A;B;B
'190004093489';45;F;2;3;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;430.3;502;524.7;582.6;0;560;A;D;A;A;5;C;A;C;D;A;B;B;B;A;A;B;A;A;B;B;A;C;A;A;B
'190004093502';17;F;1;3;1;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;506.8;548.8;564.2;635.7;1;740;E;D;D;D;4;E;A;C;C;B;A;B;A;B;A;B;A;A;C;A;B;D;A;B;B
'190004100009';18;F;1;0;1;0;3;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;607.7;620.9;578.1;670.4;0;860;E;E;D;D;4;M;D;E;E;C;A;B;C;A;A;B;A;A;C;B;A;E;A;C;B
'190004103258';18;F;1;1;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;687.2;645.8;555.8;766.2;1;840;G;F;E;D;3;M;A;C;D;B;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B
'190004103259';18;F;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;393.2;577.7;565;434.1;1;600;C;F;D;D;5;E;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B
'190004103262';20;F;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;429.3;455.5;;1;280;H;E;F;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190004103263';25;F;3;1;1;8;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;F;D;B;5;E;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
'190004103264';20;F;1;2;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;461.1;422.7;485.9;462.7;1;480;B;H;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;D;A;A;A
'190004103270';18;F;1;1;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;418.2;441.8;499.9;394;1;560;E;F;B;B;5;B;A;B;B;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190004103278';17;M;1;3;1;0;2;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;478.7;554.7;504.7;489.4;1;640;D;G;D;D;3;P;A;C;C;B;B;B;A;B;B;B;A;A;C;B;B;E;A;B;B
'190004103280';15;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530.8;532.8;539.5;505.9;1;680;G;F;E;D;3;K;A;C;D;B;A;B;C;B;A;A;A;A;B;A;A;D;A;B;B
'190004103282';24;F;1;3;1;7;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;511.4;566.8;523.6;585.8;1;580;E;H;B;F;1;C;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;B;B
'190004103289';22;F;1;3;1;5;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;458.5;510.5;;1;400;H;D;F;B;4;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;E;A;B;B
'190004103293';19;F;1;2;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;440.2;482.4;;0;0;C;E;A;B;2;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
'190004106469';17;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;483.7;556.8;551.5;564.6;1;680;B;E;C;B;6;D;A;B;D;B;B;B;A;A;A;A;A;B;B;A;A;D;A;B;A
'190004106486';21;M;1;4;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;361.8;443.2;511.5;524;1;500;H;C;F;B;3;C;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
'190004106500';31;M;2;3;1;12;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;547;537.3;;1;520;A;B;A;F;3;E;A;B;B;B;B;B;A;B;A;B;A;A;B;A;A;B;A;B;B
'190004106503';18;M;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;469.3;421.3;;1;280;C;A;F;F;5;C;A;D;D;A;A;B;B;B;B;B;A;A;B;A;A;E;A;A;B
'190004106504';22;M;1;3;1;5;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;729.5;660.6;568.5;787.9;1;900;F;F;B;B;2;D;B;C;C;B;A;B;B;B;B;A;A;A;C;B;A;D;A;B;B
'190004109674';17;F;1;4;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;528.5;440.6;554.6;599.5;0;840;E;E;D;B;4;E;A;B;C;B;A;B;A;B;A;A;A;A;B;B;B;D;A;A;B
'190004109675';18;M;1;4;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;547.2;489.2;562.1;469.6;1;600;E;G;D;D;4;K;A;B;D;B;A;B;A;A;A;A;A;A;B;B;A;E;A;B;B
'190004109679';18;M;1;1;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;590.6;609.2;627.8;631.7;0;600;E;E;D;C;4;D;A;C;D;B;A;B;B;B;B;B;A;B;B;B;B;D;B;B;B
'190004109687';15;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;342.6;497.1;560.5;552.3;0;540;F;E;D;D;5;F;A;C;D;B;B;B;A;B;A;B;A;A;B;A;A;D;B;B;B
'190004109692';18;M;1;3;2;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;457.8;326.1;;1;0;E;E;D;D;1;E;A;B;B;A;A;B;A;A;A;B;A;A;B;A;A;B;A;B;B
'190004109695';17;M;1;3;1;0;3;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600.6;651.9;623.2;809.2;0;640;H;F;E;D;4;L;D;C;D;C;A;C;C;B;A;B;A;A;E;B;B;D;B;A;B
'190004090378';15;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;398.8;434.6;483;404.9;0;300;D;G;B;B;5;D;A;C;C;A;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B
'190004090382';42;F;2;0;2;7;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;A;A;A;A;4;D;A;B;C;A;C;B;A;A;A;A;A;A;B;B;A;E;A;A;B
'190004090386';19;F;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;417.1;464.5;506.8;561.2;0;560;E;F;B;A;4;C;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
'190004090387';20;F;1;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;383.5;444.6;497.6;449.9;0;620;A;C;B;F;3;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190004093507';17;M;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;D;B;A;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;B;C;A;A;B
'190004093518';18;M;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;471.5;552.1;561.6;625.8;1;840;G;E;D;A;3;I;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;B;A
'190004093519';18;M;1;2;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;502.5;437.3;447.4;401;0;420;H;B;F;B;4;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
'190004093529';22;F;1;4;1;5;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;464.3;422.8;;0;400;A;D;A;C;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190004093533';16;F;1;1;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;490.6;557.2;537.1;439.4;0;600;B;E;B;D;5;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
'190004093538';16;M;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;446.2;436.1;504.4;449.5;1;240;E;E;B;B;3;C;A;B;C;A;C;B;A;A;A;A;A;A;B;A;A;C;A;B;B
'190004093539';20;M;1;2;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;560;553.5;569.1;569.1;1;620;B;E;A;B;1;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B
'190004093560';18;M;2;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;377;488.3;518.2;478.9;0;540;E;E;C;C;4;C;A;B;C;B;B;B;B;B;A;A;A;A;B;B;B;B;A;B;B
'190004096766';20;F;1;3;1;0;2;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;E;C;B;A;2;C;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190004096770';21;F;2;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;1;;C;C;A;B;2;E;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;C;A;A;B
'190004096772';23;M;1;2;1;6;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;B;E;C;C;4;G;A;B;D;A;C;B;A;A;A;A;A;A;C;A;A;D;B;B;B
'190004096773';33;M;1;3;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;489.3;501.1;500.8;425.3;1;640;B;E;A;F;1;C;B;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;B;B
'190004096775';17;M;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;545.4;524.4;;0;400;D;E;D;B;3;F;A;D;D;B;C;B;B;B;A;B;A;A;B;B;A;D;A;C;B
'190004096777';16;M;1;1;1;0;3;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;567.8;591.5;570.1;586.6;0;780;G;H;D;F;4;H;A;C;C;B;A;B;A;B;A;B;A;B;B;A;A;C;B;A;B
'190004096791';25;M;1;2;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;502;536.8;515.9;466.1;0;420;C;C;B;F;4;C;A;B;D;A;B;B;B;B;A;B;A;A;B;B;A;D;A;B;B
'190004096796';19;F;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;443.1;519.7;544.4;564.5;1;620;C;C;A;A;2;C;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;B;A;A;B
'190004096797';18;M;1;2;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;371.3;372.2;402.1;365.3;0;520;C;G;D;B;5;B;A;B;C;A;B;B;A;B;A;B;A;A;B;B;A;A;A;A;A
'190004096799';21;F;1;2;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;475.9;474.1;517.3;439.2;1;580;E;E;B;D;5;G;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190004096802';18;F;0;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;468.7;430.8;503.5;430;1;520;B;B;A;A;6;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
'190004099961';43;F;3;3;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;D;C;F;B;3;C;A;C;D;A;A;B;A;B;A;B;A;A;C;A;A;C;A;B;A
'190004099965';49;F;2;2;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;357.7;351;446.6;420.6;1;520;A;A;A;A;5;G;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190004099966';17;F;1;3;1;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;481.4;503.1;556.7;404;1;600;E;G;D;D;4;D;A;B;B;B;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
'190004099967';19;F;1;4;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;H;E;A;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;D;A;B;B
'190004099970';40;F;2;3;1;12;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;B;D;F;F;5;B;A;B;C;A;B;B;B;A;A;A;A;A;A;A;A;C;A;A;B
'190004099977';20;M;1;2;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;467.5;572;519.3;622.8;1;500;E;E;B;D;5;G;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190004099980';17;M;1;3;1;0;2;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;507.8;559.9;533.2;578.5;1;760;E;F;B;D;4;G;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;B
'190004099989';20;F;1;3;2;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;567.8;590;578.6;566.5;1;760;B;B;A;A;4;C;A;C;D;A;B;B;B;B;A;A;A;A;A;A;A;E;A;C;B
'190004099990';19;F;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;498.5;556;548.4;409.1;1;640;E;B;F;B;6;C;A;B;D;B;B;B;B;A;A;A;A;A;B;A;A;D;A;A;B
